학술연구분야분류표 (2016.2월 현재),,,,,,
분야코드,구분,대분류명,중분류명,소분류명,세분류명,분류명 (영문)
A160205,A,인문학,프랑스어와문학,프랑스문학,중세프랑스문학,Medieval French Literature
A160206,A,인문학,프랑스어와문학,프랑스문학,비교문학(프랑스문학),Comparative literature(French literature)
A160299,A,인문학,프랑스어와문학,프랑스문학,기타프랑스문학,Other French Literature
A160300,A,인문학,프랑스어와문학,프랑스어교육,,French Language Education
A170000,A,인문학,독일어와문학,,,German Language and Literature
A170100,A,인문학,독일어와문학,독일어학,,German Linguistics
A170101,A,인문학,독일어와문학,독일어학,음운론(독일어학),Phonology(German)
A170102,A,인문학,독일어와문학,독일어학,형태론(독일어학),Morphology(German)
A170103,A,인문학,독일어와문학,독일어학,조어론(독일어학),Word formation(German)
A170104,A,인문학,독일어와문학,독일어학,통사론(독일어학),Syntax(German)
A170105,A,인문학,독일어와문학,독일어학,의미론(독일어학),Semantics(German)
A170106,A,인문학,독일어와문학,독일어학,화용론(독일어학),Pragmatics(German)
A170107,A,인문학,독일어와문학,독일어학,비교문법(독일어학),Comparative grammar(German)
A170108,A,인문학,독일어와문학,독일어학,독일어사,History of German Language
A170199,A,인문학,독일어와문학,독일어학,기타독일어학,Other German Linguistics
A170200,A,인문학,독일어와문학,독일문학,,German Literature
A170201,A,인문학,독일어와문학,독일문학,소설(독일문학),Novel(German literature)
A170202,A,인문학,독일어와문학,독일문학,희곡(독일문학),Drama(German literature)
A170203,A,인문학,독일어와문학,독일문학,시(독일문학),Poetry(German literature)
A170204,A,인문학,독일어와문학,독일문학,문예학(독일문학),Literary Science(German literature)
A170205,A,인문학,독일어와문학,독일문학,독일문학사,History of German literature
A170206,A,인문학,독일어와문학,독일문학,문학비평(독일문학),Literary criticism(German literature)
A170207,A,인문학,독일어와문학,독일문학,비교문학(독일문학),Comparative literature(German literature)
A170208,A,인문학,독일어와문학,독일문학,구비문학(독일문학),Oral literature(German literature)
A170209,A,인문학,독일어와문학,독일문학,독일문화,German Culture
A170299,A,인문학,독일어와문학,독일문학,기타독일문학,Other German Literature
A170300,A,인문학,독일어와문학,독일어교육,,German Language Education
A180000,A,인문학,스페인어와문학,,,Spanish Language and Literature
A180100,A,인문학,스페인어와문학,스페인어학,,Spanish Linguistics
A180101,A,인문학,스페인어와문학,스페인어학,통사론(스페인어학),Syntax(Spanish)
A180102,A,인문학,스페인어와문학,스페인어학,형태론(스페인어학),Morphology(Spanish)
A180103,A,인문학,스페인어와문학,스페인어학,의미론(스페인어학),Semantics(Spanish)
A180104,A,인문학,스페인어와문학,스페인어학,화용론(스페인어학),Pragmatics(Spanish)
A180199,A,인문학,스페인어와문학,스페인어학,기타스페인어학,Other Spanish Linguistics
A180200,A,인문학,스페인어와문학,스페인문학,,Spanish Literature
A180201,A,인문학,스페인어와문학,스페인문학,중세문학(스페인문학),Medieval Literature(Spanish literature)
A180202,A,인문학,스페인어와문학,스페인문학,황금세기문학(스페인문학),Baroque literature(Spanish literature)
A180203,A,인문학,스페인어와문학,스페인문학,현대문학(스페인문학),Contemporary literature(Spanish literature)
A180204,A,인문학,스페인어와문학,스페인문학,비교문학(스페인문학),Comparative literature(Spanish literature)
A180205,A,인문학,스페인어와문학,스페인문학,중남미문학,Latin American Literature
A180299,A,인문학,스페인어와문학,스페인문학,기타스페인문학,Other Spanish Literature
A180300,A,인문학,스페인어와문학,스페인어교육,,Spanish Language Education
A190000,A,인문학,러시아어와문학,,,Russian Language and Literature
A190100,A,인문학,러시아어와문학,러시아어학,,Russian Linguistics
A190101,A,인문학,러시아어와문학,러시아어학,음성/음운론(러시아어학),Phonetics/phonology(Russian)
A190102,A,인문학,러시아어와문학,러시아어학,형태론(러시아어학),Morphology(Russian)
A190103,A,인문학,러시아어와문학,러시아어학,통사론(러시아어학),Syntax(Russian)
A190104,A,인문학,러시아어와문학,러시아어학,어휘론(러시아어학),Lexis(Russian)
A190105,A,인문학,러시아어와문학,러시아어학,의미론(러시아어학),Semantics(Russian)
A190106,A,인문학,러시아어와문학,러시아어학,화용론(러시아어학),Pragmatics(Russian)
A190107,A,인문학,러시아어와문학,러시아어학,비교역사문법(러시아어학),Comparative historical linguistics(Russian)
A190108,A,인문학,러시아어와문학,러시아어학,응용언어학(러시아어학),Applied linguistics(Russian)
A190199,A,인문학,러시아어와문학,러시아어학,기타러시아어학,Other Russian Linguistics
A190200,A,인문학,러시아어와문학,러시아문학,,Russian Literature
A190201,A,인문학,러시아어와문학,러시아문학,시(러시아문학),Poetry(Russian literature)
A190202,A,인문학,러시아어와문학,러시아문학,소설(러시아문학),Novel(Russian literature)
A190203,A,인문학,러시아어와문학,러시아문학,희곡(러시아문학),Drama(Russian literature)
A190204,A,인문학,러시아어와문학,러시아문학,평론(러시아문학),Critique(Russian literature)
A190205,A,인문학,러시아어와문학,러시아문학,러시아문학사(러시아문학),History of Russian literature
A190206,A,인문학,러시아어와문학,러시아문학,비교문학(러시아문학),Comparative literature(Russian literature)
A190207,A,인문학,러시아어와문학,러시아문학,러시아문학이론,Theories in Russian Literature
A190299,A,인문학,러시아어와문학,러시아문학,기타러시아문학,Other Russian Literature
A190300,A,인문학,러시아어와문학,러시아어교육,,Russian Language Education
A200000,A,인문학,서양고전어와문학,,,Western Classical Languages and Literature
A200100,A,인문학,서양고전어와문학,서양고전어학,,Western Classical Languages
A200101,A,인문학,서양고전어와문학,서양고전어학,고대그리스어,Classical Greek linguistics
A200102,A,인문학,서양고전어와문학,서양고전어학,고대라틴어,Classical Latin linguistics
A200200,A,인문학,서양고전어와문학,서양고전문학,,Western Classical Literature
A200201,A,인문학,서양고전어와문학,서양고전문학,고전그리스문학,Classical Greek Literature
A200202,A,인문학,서양고전어와문학,서양고전문학,고전라틴문학,Classical Latin Literature
A210000,A,인문학,기타서양어문학,,,Other Western Languages and Literature
A210100,A,인문학,기타서양어문학,이탈리아어문학,,Italian Language and Literature
A210200,A,인문학,기타서양어문학,폴란드어문학,,Polish Language and Literature
A210300,A,인문학,기타서양어문학,루마니아어문학,,Romanian Language and Literature
A210400,A,인문학,기타서양어문학,체코어문학,,Czech Language and Literature
A210500,A,인문학,기타서양어문학,유고어문학,,Yugoslavian Language and Literature
A210600,A,인문학,기타서양어문학,헝가리어문학,,Hungarian Language and Literature
A219900,A,인문학,기타서양어문학,기타서양어문학,,Other Western Languages and Literature
A220000,A,인문학,통역번역학,,,Interpretation and Translation Studies
A220100,A,인문학,통역번역학,통역번역,,Interpretation and Translation
A220200,A,인문학,통역번역학,통역,,Interpretation
A220300,A,인문학,통역번역학,번역,,Translation
A990000,A,인문학,기타인문학,,,Other Humanities
B000000,B,사회과학,,,,Social Science
B010000,B,사회과학,사회과학일반,,,Social Science in general
B010100,B,사회과학,사회과학일반,사회과학교육,,Social Science Education
B010200,B,사회과학,사회과학일반,사회과학정보,,Social Science Information
B010300,B,사회과학,사회과학일반,사회과학사,,History of Social Science
B019900,B,사회과학,사회과학일반,기타사회과학일반,,Other Social Science in general
B020000,B,사회과학,정치외교학,,,Political Science
B020100,B,사회과학,정치외교학,정치학일반,,Political Science in general 
B020101,B,사회과학,정치외교학,정치학일반,정치이론,Political Theory
B020102,B,사회과학,정치외교학,정치학일반,정치분석,Political Analysis
B020103,B,사회과학,정치외교학,정치학일반,정치통계/계량정치,Quantitative Analysis on Politics
B020104,B,사회과학,정치외교학,정치학일반,정치교육,Political Education
B020105,B,사회과학,정치외교학,정치학일반,정치정보,Political Information
B020106,B,사회과학,정치외교학,정치학일반,정치행정,Politics / Public Administration
B020107,B,사회과학,정치외교학,정치학일반,환경정치,Environmental Politics
B020108,B,사회과학,정치외교학,정치학일반,여성정치,Female Politics
B020109,B,사회과학,정치외교학,정치학일반,정치학사/정치사,History of Political Science
B020200,B,사회과학,정치외교학,정치사상,,Political Thoughts
B020201,B,사회과학,정치외교학,정치사상,서양정치사상,Western Political Thoughts
B020202,B,사회과학,정치외교학,정치사상,동양정치사상,Oriental Political Thoughts
B020203,B,사회과학,정치외교학,정치사상,한국정치사상,Korean Political Thoughts
B020204,B,사회과학,정치외교학,정치사상,정치철학,Political Philosophy
B020300,B,사회과학,정치외교학,한국정치,,Korean Politics
B020301,B,사회과학,정치외교학,한국정치,한국정치사,Korean political history
B020302,B,사회과학,정치외교학,한국정치,한국정치경제,Korean Political Economy
B020303,B,사회과학,정치외교학,한국정치,한국정치사회,Korean Political Society
B020304,B,사회과학,정치외교학,한국정치,한국정치과정,Korean Political Process
B020305,B,사회과학,정치외교학,한국정치,북한정치/통일,North Korean Politics / Unification
B020400,B,사회과학,정치외교학,비교정치,,Comparative Politics
B020401,B,사회과학,정치외교학,비교정치,정치권력/정치과정,Political Power / Political Process
B020402,B,사회과학,정치외교학,비교정치,지방정치/지방자치,Local Politics
B020403,B,사회과학,정치외교학,비교정치,정치사회/문화,Political Sociology / Culture
B020404,B,사회과학,정치외교학,비교정치,정치경제,Political Economy
B020405,B,사회과학,정치외교학,비교정치,의회/정당/선거,Legislature / Party / Elections
B020500,B,사회과학,정치외교학,국제정치,,International Politics
B020501,B,사회과학,정치외교학,국제정치,국제관계/협력,International Relations / Cooperation
B020502,B,사회과학,정치외교학,국제정치,국제기구/조직,International Organization
B020503,B,사회과학,정치외교학,국제정치,국제정치경제,International Political Economy
B020504,B,사회과학,정치외교학,국제정치,외교사/외교학사,Diplomatic History / History of Diplomatic Studies
B020505,B,사회과학,정치외교학,국제정치,외교정책,Diplomatic Policy 
B020506,B,사회과학,정치외교학,국제정치,외교/안보/통일,Diplomacy / Security / Unification
B020600,B,사회과학,정치외교학,지역정치,,Regional Politics
